0,1,2,3,4,5,6
0.00025352844579174417,5.190068363162936e-05,2.7909408637079025e-05,6.1051166875891735e-06,3.214666144685907e-05,0.0002675664849812165,9.73152986716741e-06
0.0003254805044707609,6.784042319395667e-05,3.5078127825940444e-05,8.248370106880288e-06,4.045751898047456e-05,0.0003194406841066666,1.2913663122162688e-05
0.0004062578148477769,8.551144742227734e-05,4.215686314631206e-05,1.0195641506411946e-05,4.907205887320742e-05,0.0003686130384448916,2.1244421732262707e-05
0.000496189747873359,0.0001034225317715709,4.919213926555699e-05,1.2103139078667446e-05,5.774404854491877e-05,0.0004188752913614735,3.243249921069946e-05
0.0005986743603534706,0.00012426989591290293,5.872689704574441e-05,1.4167783202836403e-05,6.610115998228139e-05,0.0004727613215800375,4.56200385815464e-05
0.0007171409979491727,0.00014595573919280014,6.953004814135965e-05,1.640869985315874e-05,7.590148461531499e-05,0.0005333415273344144,5.910578824114054e-05
0.0008572906549761683,0.0001677641667856733,8.278929719381267e-05,1.897283328344823e-05,8.679322665557265e-05,0.0006016292877029628,7.484957735869102e-05
0.0010142642902643928,0.00019492959295348556,9.66173975507445e-05,2.1938317449752275e-05,9.889793829643168e-05,0.0006798213679576293,9.406694502104074e-05
0.0012070527235846385,0.00023170109497186786,0.00011869100022522616,2.532067811188199e-05,0.00011399797462217975,0.0007707314868457615,0.00011707102130458225
0.0014351273321153712,0.0002741478217194526,0.00014358088134486024,2.981917537347556e-05,0.0001319132530625211,0.0008769991778535769,0.0001446799811674282
0.0017049179373134393,0.0003180720218915667,0.00016919909560783708,3.47165753667511e-05,0.00015237559819070157,0.001001247992971912,0.00017803011360228993
0.002027470191314933,0.00037316751748221576,0.00020378714305934408,4.0149692425046626e-05,0.00017433412147511263,0.0011469887633575127,0.00021850407065358013
0.0024083544990617157,0.00043449685250379844,0.00024559579790889074,4.6650104652030676e-05,0.00020124372495047282,0.0013197643915191294,0.00026344079233240334
0.0028763748439087065,0.0004968309145260718,0.00028986116476517056,5.5023691171314225e-05,0.00023295778933970723,0.0015222044032998383,0.00031674825004301965
0.003444170795875152,0.0005596520087055979,0.00035478479981975396,6.469522669817707e-05,0.00026981936069205405,0.001758287315024063,0.00038181657291715967
0.004144977528158051,0.0006359746954558432,0.00041948449756546325,7.604212869388504e-05,0.0003167619502346497,0.0020328887726645917,0.00045881489291787147
0.004959738193167596,0.0007166726584364369,0.0004961164100058113,8.976331691741279e-05,0.00037357226785388775,0.0023482644115574657,0.0005495029647136108
0.005957658205952612,0.0008040436590090394,0.0005919363682824042,0.00010697510379998221,0.0004404750176763628,0.002706565774278715,0.0006536791333928704
0.007130423479102319,0.0008860793541498424,0.0006831499318809619,0.00012702478316441556,0.0005133776989532635,0.0031022350513376295,0.0007736648403806612
0.008504159639705904,0.00099982012297005,0.0007970288966430417,0.0001511161414833584,0.0006007082950964105,0.00353306375676766,0.0008994868618901819
0.010082088318886235,0.001131006881405483,0.0009292132752534599,0.00017942113195999808,0.0007029678067192436,0.003976084119640291,0.0010340567177627236
0.01185881155077368,0.001301840664455085,0.0010899104926966174,0.0002089821957787308,0.00082022854956449,0.004395307924132794,0.001176195815205574
0.013884736985783092,0.0014853471372043715,0.0012657179624511628,0.0002458144455753342,0.0009626432412187569,0.004737771041691303,0.0013076677173376084
0.01608238558837911,0.0016671425655022177,0.0014398537331726403,0.00028678488562604797,0.0011210895655676721,0.0049201259319670496,0.0014050087542273105
0.01828524750759243,0.0018716780210752404,0.0015695213502112892,0.0003267965717429888,0.0012782630254514515,0.004824761808849871,0.001430351323215291
0.02029815507981766,0.002087515412695211,0.0016772196224337677,0.000362867392753401,0.0013989166653482243,0.004296572837047279,0.001327387080527842
0.021770114053215366,0.002255319799746758,0.0016722520681651076,0.0003862552258624419,0.0014557507634162903,0.003204782318789512,0.0010160770121729
0.022010220084848698,0.0023500863551453224,0.0015944578259404806,0.0003874207878357083,0.0013918766616552603,0.0014755176217295229,0.0004709276961511932
0.019831804813293274,0.002219199792452855,0.0013347585461997368,0.00035691618299949824,0.0011308611025742721,0.0007142738648690284,0.0002796188899083063
0.013602653876296245,0.0016919429937115637,0.0008526677575309804,0.00027228875758737557,0.0005979409425344783,0.0026071945449803024,0.00038922298001125454
